DB00001	Lepirudin
DB03815	Fucitol
DB03816	Difluoromethionine
DB03817	L_2_4_diaminobutyric_acid
DB03818	N__Tosyl_D_Prolinyl_Amino_Ethanethiol
DB03819	Salicylhydroxamic_Acid
DB03820	_2S_5R_6R__6____6S__6___Ammonioacetyl_amino__6_carboxylatohexanoyl_amino__3_3_dimethyl_7_oxo_4_thia_1_azabicyclo_3_2_0_heptane_2_carboxylate
DB03821	2_Amino_3_Hydroxy_3_Phosphonooxy_Propionic_Acid
DB03822	Ethyl_Dihydrogen_Phosphate
DB03823	Epigallocatechin
DB03824	7_Iodo_1_2_3_4_Tetrahydro_Isoquinoline
DB03825	Rhodamine_6G
DB03826	5_6_Diaminouracil
DB03827	_3s__3_4_Di_N_Hexanoyloxybutyl_1_Phosphocholine
DB03828	RU78299
DB03829	Pseudouridine_5__Monophosphate
DB03830	Phosphorylated_Dihydropteroate
DB03831	__Z__octadec_9_enyl___2R__2_3_bis_oxidanyl_propanoate
DB03832	3_Carboxy_N_N_N_Trimethyl_2__Octanoyloxy_Propan_1_Aminium
DB03833	2_Prolyl_5_Tert_Butyl__1_3_4_Oxadiazole
DB03834	_3S__3__dioxidosulfanyl__N___1Z__3_oxoprop_1_en_1_yl__4__1H_1_2_3_triazol_1_yl__D_valine
DB03835	N___5S_7R_8S_9S_10R__8_9_10_Trihydroxy_7__hydroxymethyl__2_4_dioxo_6_oxa_1_3_diazaspiro_4_5_dec_3_yl_acetamide
DB03836	1_3_5_Trichloro_Benzene
DB03837	Morpholine_4_Carboxylic_Acid__1__3_Benzenesulfonyl_1_Phenethylallylcarbamoyl__3_Methylbutyl__Amide
DB03839	D_Tyrosine
DB03840	Tetra_Imidazole_Diaquacopper__Ii_
DB03841	Y_700
DB03842	2_Chloro_6_Methyl_Aniline
DB03843	Formaldehyde
DB03844	N__2_6_Diflouro_Benzyl__4_Sulfamoyl_Benzamide
DB03845	P1__5__Adenosyl_P5__5___3_azido_3__Deoxythymidyl__Pentaphosphate
DB03846	2__deoxy_5__hydroxymethyl_uridine_5___dihydrogen_phosphate_
DB03847	Gamma_Carboxy_Glutamic_Acid
DB03848	Benzenesulfinic_acid
DB03849	Cilomilast
DB03850	Jaspisamide_A
DB03851	Carbazole_Butanoic_Acid
DB03852	Eucalyptol
DB03853	Reactive_Red_6_hapten
DB03854	Pentane_1_5_Diamine
DB03855	L_Threonohydroxamate_4_Phosphate
DB03856	L_Eflornithine
DB03857	1_4_dithio_beta_D_glucopyranose
DB03858	S_Acetonylcysteine
DB03859	1_Thio_Beta_D_Glucopyranose
DB03860	N_Butyl_11___7r_8r_9s_13s_14s_17s__3_17_Dihydroxy_13_Methyl_7_8_9_11_12_13_14_15_16_17_Decahydro_6h_Cyclopenta_a_Phenanthren_7_Yl__N_Methylundecanamide
DB03861	_2R_3R_4S_5R__2_acetamido_3_4_dihydroxy_5_hydroxymethyl_piperidine
DB03862	Tetrahydrooxazine
DB03863	2_O_methyl_fucose
DB03864	Monothioglycerol
DB03865	6_Chloro_2__2_Hydroxy_Biphenyl_3_Yl__1h_Indole_5_Carboxamidine
DB03866	Prostaglandin_G2
DB03867	Meta_Nitro_Tyrosine
DB03868	3_Dehydroquinic_Acid
DB03869	5__O__L_Serylsulfamoyl_adenosine
DB03870	Ara_Alpha_1_3__Xyl
DB03871	lambda_bis_2_2__bipyridine_imidazole_ruthenium__II_
DB03872	2_3_Dideoxyfucose
DB03874	_4e_8e_12z_16z__N_N_4_8_13_17_21_Heptamethyldocosa_4_8_12_16_20_Pentaen_1_Amine
DB03876	Thieno_2_3_B_Pyridine_2_Carboxamidine
DB03877	AL4623
DB03878	N__4_Methyl_3___4__3_Pyridinyl__2_Pyrimidinyl_Amino_Phenyl__3_Pyridinecarboxamide
DB03879	alpha_L_methyl_fucose
DB03880	Batimastat
DB03881	_2S_3R_4S_5S__3_4_Dihydroxy_2___methylsulfanyl_methyl__5__4_oxo_4_5_dihydro_1H_pyrrolo_3_2_d_pyrimidin_7_yl_pyrrolidinium
DB03882	5_Alpha_Androstane_3_Beta_17beta_Diol
DB03883	Carboxyethyllumazine
DB03884	Phenylpyruvic_acid
DB03885	L_gamma_glutamyl_S__naphthalen_1_ylmethyl__L_cysteinylglycine
DB03886	Biopterin
DB03887	Alpha_Adenosine_Monophosphate
DB03888	N_Allyl_6___3__4_bromophenyl__1_methyl_1H_indazol_6_yl_oxy__N_methyl_1_hexanamine
DB03889	S__N_hydroxy_N_bromophenylcarbamoyl_glutathione
DB03890	N__2__1_Formyl_2_Methyl_Propyl__1__4_Piperidin_1_Yl_but_2_Enoyl__Pyrrolidin_3_Yl__Methanesulfonamide
DB03891	Dibenzyl__carbonylbis_2_1_hydrazinediyl__2S__4_methyl_1_oxo_1_2_pentanediyl___biscarbamate
DB03892	5_N_Allyl_Arginine
DB03893	Thionicotinamide_Adenine_Dinucleotide
DB03894	N_Propargyl_1_S__Aminoindan
DB03895	Malachite_Green
DB03896	Triphosphoric_acid
DB03897	Hydroxyphenyl_Propionic_Acid
DB03898	3_Chloro_4_Hydroxyphenylglycine
DB03899	9_Butyl_8__4_Methoxybenzyl__9h_Purin_6_Amine
DB03900	2_Methyl_2_Propanol
DB03901	5_Oxo_Pyrrolidine_2_Carbaldehyde
DB03902	Oxalic_Acid
DB03903	Tmr
DB03904	Urea
DB03905	Succinamide_Coa
DB03906	2_Phenylheme
DB03907	N__3__5__6_Amino_Purin_9_Yl__3_4_Dihydroxy_Tetrahydro_Furan_2_Yl__Allyl__2_3_Dihydroxy_5_Nitro_Benzamide
DB03908	Inhibitor_Bea322
DB03909	Adenosine_5___Beta__Gamma_Methylene_Triphosphate
DB03910	S_S___1_3_Phenylene_Bis_1_2_Ethanediyl__Bis_Isothiourea
DB03911	L_Xylopyranose
DB03912	4__Phosphopantetheine
DB03913	Coenzyme_F420
DB03914	_2__1_amino_2_hydroxy_propyl__4__1H_indol_3_ylmethylene__5_oxo_4_5_dihydro_imidazol_1_yl__acetaldehyde
DB03915	2_Amino_3_Ketobutyric_Acid
DB03916	4__2__4__2_Aminoethyl_Piperazin_1_Yl_Pyridin_4_Yl__N__3_Chloro_4_Methylphenyl_Pyrimidin_2_Amine
DB03917	N_Ethyl_Retinamide
DB03918	6S_5_6_7_8_Tetrahydrobiopterin
DB03919	Ethyl_Carbamic_Acid_Methyl_Ester
DB03920	N_Methyl_Alpha_Beta_Dehydroalanine
DB03921	4__3_Pyridin_2_Yl_1h_Pyrazol_4_Yl_Quinoline
DB03923	Feruloyl_Coenzyme_A
DB03924	5_8_Di_Amino_1_4_Dihydroxy_Anthraquinone
DB03925	Freselestat
DB03926	5_Alpha_Androstane_3_Beta_17_Alpha_Diol
DB03927	Glycyl_L_Alpha_Amino_Epsilon_Pimelyl_D_Alanine
DB03928	Carboxymethylthio_3__3_Chlorophenyl__1_2_4_Oxadiazol
DB03929	D_Serine
DB03930	4_Methyl_Pyrroline_5_Carboxylic_Acid
DB03931	Diguanosine_5__Triphosphate
DB03932	LFA703
DB03933	C_1027_Aromatized_Chromophore
DB03934	Protoporphyrin_Ix_Containing_Zn
DB03935	1_4_Dideoxy_O2_Sulfo_Glucuronic_Acid
DB03936	1_Deoxy_Ribofuranose_5__Phosphate
DB03937	Erythose_4_Phosphate
DB03938	Deacetoxycephalosporin_C
DB03939	_4S__4_hydroxy_3_4_dihydro_2_1H__pyrimidinone
DB03940	Oxamic_Acid
DB03941	Heptanyl_P_Phenol
DB03942	Carboxylic_PRPP
DB03943	D_Asparagine
DB03944	5__1__3_4_Dimethoxy_Benzoyl__1_2_3_4_Tetrahydro_Quinolin_6_Yl__6_Methyl_3_6_Dihydro__1_3_4_Thiadiazin_2_One
DB03945	N_N_N_Trimethyl_2__phosphonooxy_ethanaminium
DB03946	3_4_Dihydroxybenzoic_Acid
DB03947	D_Xylulose
DB03948	6_Chloropurine_Riboside__5__Monophosphate
DB03949	N___2S__3_Phenyl_2_sulfanylpropanoyl__L_phenylalanyl_L_tyrosine
DB03950	_S__N__3_Indol_1_Yl_2_Methyl_Propyl__4_Sulfamoyl_Benzamide
DB03951	N_acetyl_D_glucosamine_6_phosphate
DB03952	9__6_deoxy_beta_D_allofuranosyl__6_methylpurine
DB03953	Thiocitrulline
DB03955	1_deoxymannojirimycin
DB03956	Inositol_2_4_5_trisphosphate
DB03957	SP2456
DB03958	7_methyl_guanosine_5__triphosphate_5__guanosine
DB03959	N_O6_Disulfo_Glucosamine
DB03960	Cp_Coeleneterazine
DB03961	2c_Methyl_D_Erythritol_2_4_Cyclodiphosphate
DB03962	Nicotinamide_8_Bromo_Adenine_Dinucleotide_Phosphate
DB03963	S__Dimethylarsenic_Cysteine
DB03964	4_Hydroxy_Aconitate_Ion
DB03966	Clorobiocin
DB03967	Dodecyl_sulfate
DB03968	1_Methyl_2_Oxy_5_5_Dimethyl_Pyrrolidine
DB03970	_7R__7__6_7_Dihydro_5H_cyclopenta_d_imidazo_2_1_b__1_3_thiazol_2_yl__2_7_dihydro_1_4_thiazepine_3_6_dicarboxylic_acid
DB03971	Acarbose_Derived_Hexasaccharide
DB03972	2_Amino_4h_1_3_Benzoxathiin_4_Ol
DB03973	3__2_6_8_trioxo_9___2R_3R_4R__2_3_4_5_tetrahydroxypentyl__1_2_3_6_8_9_hexahydro_7H_purin_7_Yl_propyl_dihydrogen_phosphate
DB03974	L_homoarginine
DB03975	Mercuribenzoic_Acid
DB03976	Phosphorylisopropane
DB03977	N_Trimethyllysine
DB03978	Tyrosinal
DB03979	1__Glycerolylphosphonyl__2__8__2_Hexyl_Cyclopropyl__Octanal_1_Yl__3__Hexadecanal_1_Yl__Glycerol
DB03980	4__Fluorophenyl__1_Cyclopropylmethyl_5__2_Amino_4_Pyrimidinyl_Imidazole
DB03981	1_4_Dideoxy_5_Dehydro_O2_Sulfo_Glucuronic_Acid
DB03982	Compound_5__2__Naphthalen_1_Yl_Oxalyl_Amino__Benzoicacid
DB03983	__2_Amino_4_oxo_6_7_di_sulfanyl__S__3_5_5a_8_9a_10_hexahydro_4H_pyrano_3_2_g_pteridin_8_yl_methyl_dihydrogenato_2___phosphate__dioxo_sulfanylmolybdenum
DB03984	Morpholine_4_Carboxylic_Acid__1__2_Benzylsulfanyl_1_Formyl_Ethylcarbamoyl__2_Phenyl_Ethyl__Amide
DB03985	R_azabisabolene
DB03986	6_methyl_formycin_A
DB03987	2_4_Diamino_6__N__3__5__Dimethoxybenzyl__N_Methylamino_Pyrido_2_3_D_Pyrimidine
DB03988	2_6_Diamino_Hexanoic_Acid_Amide
DB03989	D_Allopyranose
DB03990	4__nitrophenyl_3i_thiolaminaritrioside
DB03991	2_deoxy_2_3_dehydro_N_acetylneuraminic_acid
DB03992	3__Benzoylamino__L_Alanine
DB03993	4_Methyl_Valeric_Acid
DB03994	Ethanolamine
DB03995	Betadex
DB03996	3___5s__1_Acetyl_3__2_Chlorophenyl__4_5_Dihydro_1h_Pyrazol_5_Yl_Phenol
DB03997	L_histidinol_phosphate
DB03998	_2__Methyleneamine__4__4_Hydroxy_Benzylidine__5_Oxo_4_5_Dihydro_Imidazol_1_Yl__Acetaldehyde
DB03999	Butylphosphonate
DB04000	Bromo_Willardiine
DB04001	6__Oxalyl_Amino__1h_Indole_5_Carboxylic_Acid
DB04002	4_Sulfonamide__4__Thiomethylaminobutane__Benzamide
DB04003	_4___2S__2_Acetamido_3____1S__1__3_carbamoyl_4__cyclohexylmethoxy_phenyl_ethyl_amino__3_oxopropyl__2_phosphonophenoxy_acetic_acid
DB04004	2_6_Diamino_8__2_Dimethylaminoethylsulfanylmethyl__3h_Quinazolin_4_One
DB04005	Uridine_5__triphosphate
DB04006	_2_Amino_6__2_6_Difluoro_Benzoyl__Imidazo_1_2_a_Pyridin_3_Yl__Phenyl_Methanone
DB04007	Bromo_WR99210
DB04008	Bis_5_Amidino_Benzimidazolyl_Methane_Zinc
DB04009	Dimethyl_Propionate_Ester_Heme
DB04010	2__3__Methoxyphenyl__Benzimidazole_4_Carboxamide
DB04011	2___4_Dimethylaminophenyl__5__4_Methyl_1_Piperazinyl__2_5__Bi_Benzimidazole
DB04012	_3r__4__P_Toluenesulfonyl__1_4_Thiazane_3_Carboxylicacid_L_Leucine
DB04013	1_Deoxy_1_Methoxycarbamido_Beta_D_Gluco_2_Heptulopyranosonamide
DB04014	Alsterpaullone
DB04015	Methionine_Phosphinate
DB04016	2__3___Methyl_1__2_Naphthoyl_Piperidin_4_Yl_Amino_Carbonyl__2_Naphthyl__1__1_Naphthyl__2_Oxoethylphosphonic_Acid
DB04017	Clorgiline
DB04018	S_Isopropyl_Isothiourea
DB04020	4__2___4___3__4_Chlorophenyl_Propyl_Sulfanyl__6__1_Piperazinyl__1_3_5_Triazin_2_Yl_Amino_Ethyl_Phenol
DB04021	MF268
DB04022	Guanosine_5__3__Tetraphosphate
DB04023	GDP_alpha_D_mannuronic_acid
DB04024	N__L_Seryl_3__Amino__3__Deoxy__Adenosine
DB04026	Pseudotropine
DB04027	D_arginine
DB04028	Tyvelose
DB04029	Phenylalanine_Amide
DB04030	1_3_4_9_Tetrahydro_2__Hydroxybenzoyl__9___4_Hydroxyphenyl_Methyl__6_Methoxy_2h_Pyrido_3_4_B_Indole
DB04031	Serine_vanadate
DB04032	Adamantane_1_Carboxylic_Acid_5_Dimethylamino_Naphthalene_1_Sulfonylamino_Butyl_Amide
DB04033	Z_Ala_Prolinal
DB04034	Ribulose_5_Phosphate
DB04035	Ceftazidime_BATSI
DB04036	Coenzyme_A_persulfide
DB04037	N_N_Bis_4_Chlorobenzyl__1h_1_2_3_4_Tetraazol_5_Amine
DB04038	Ergosterol
DB04039	3_Oxo_Pentadecanoic_Acid
DB04040	N__2_Morpholin_4_Yl_1_Morpholin_4_Ylmethyl_Ethyl__3_Nitro_5__3_4_5_Trihydroxy_6_Hydroxymethyl_Tetrahydro_Pyran_2_Yloxy__Benzamide
DB04041	Nitrocefin_Acyl_Serine
DB04042	2__4__Hydroxy_Methoxy_Methyl__Benzyl__7__4_Hydroxymethyl_Benzyl__1_1_Dioxo_3_6_Bis_Phenoxymethyl_1lambda6__1_2_7_Thiadiazepane_4_5_Diol
DB04043	Carboxymycobactin_T
DB04044	4__2___3_Nitrobenzoyl_Amino_Phenoxy_Phthalic_Acid
DB04045	Methylmalonyl_Coenzyme_A
DB04046	Methyl_beta_galactoside
DB04047	_Pterin_6_Yl_Methanyl__Phosphonophosphate
DB04048	N_Carbamoyl_Alanine
DB04049	Coelenteramide
DB04050	N_Propyl_Isocyanide
DB04051	5_Phenylvaleric_Acid
DB04052	3_4_Dimethylphenol
DB04053	Hypophosphite
DB04054	9_Butyl_8__2_5_Dimethoxy_Benzyl__2_Fluoro_9h_Purin_6_Ylamine
DB04055	2_3_Dicarboxy_4__2_Chloro_Phenyl__1_Ethyl_5_Isopropoxycarbonyl_6_Methyl_Pyridinium
DB04057	Beta_Dadf__Msa__Multisubstrate_Adduct_Inhibitor
DB04058	D___Amino_Carbonyl_Phenylalanine
DB04059	8__Pyrimidin_2_Ylamino_Naphthalene_2_Carboximidamide
DB04060	_5_Methyl_6_Oxo_1_6_Dihydro_Pyridin_3_Yl__1_2_Dideoxy_Ribofuranose_5_Monophosphate
DB04061	Alpha_Amino_2_Indanacetic_Acid
DB04062	Beta_D_Fucose
DB04063	2_Methylleucine
DB04064	Nogalaviketone
DB04065	N_Cyclopentyl_N_Cyclobutylformamide
DB04066	para_Coumaric_Acid
DB04067	4_hydroxybenzyl_coenzyme_A
DB04068	2__3__dideoxy_3__fluoro_urididine_5__diphosphate
DB04069	5_6_Dihydro_Benzo_H_Cinnolin_3_Ylamine
DB04070	6_Deoxyerythronolide_B
DB04071	Cpad
DB04072	Alpha_Methylisocitric_Acid
DB04073	N__3__4__3_amino_propyl__piperazin_1_yl__propyl__3_nitro_5__galactopyranosyl__beta_benzamide
DB04074	alpha_Ketoisovalerate
DB04075	N_Acetyl_L_Glutamate
DB04076	Hypoxanthine
DB04079	Heptane_1_2_3_Triol
DB04080	RU78191
DB04081	_4s_Trans__4__Methylamino__5_6_Dihydro_6_Methyl_4h_Thieno_2_3_B_Thiopyran_2_Sulfonamide_7_7_Dioxide
DB04082	Decyloxy_Methanol
DB04083	N__Pyridoxyl_Lysine_5__Monophosphate
DB04084	2_deoxy_2_fluoro___D_mannose
DB04085	1__Pyrrol_1_Yl_2_5_Dione_Methoxymethyl__Pyrrole_2_5_Dione
DB04086	2__4__Dinitrophenyl_2deoxy_2_Fluro_B_D_Cellobioside
DB04087	Open_Form_of_2__Deoxy_Ribofuranose_5__Phosphate
DB04088	2___4___2S__2____Allyloxy_carbonyl_amino__3___4__3_hydroxy_2__methoxycarbonyl_phenoxy_butyl_amino__3_oxopropyl_phenyl__carboxycarbonyl_amino_benzoic_acid
DB04089	AL5300
DB04090	RH_1
DB04092	Apstatin
DB04093	Undecanal
DB04094	4_Hydroxy_2_Butanone
DB04095	9_Deazahypoxanthine
DB04096	_2R_3R_4R_5R__4_5_Dihydroxy_2__hydroxymethyl__6_oxo_3_piperidinyl_beta_D_glucopyranoside
DB04097	Uridine_5__diphosphate_4_deoxy_4_fluoro_alpha_D_galactose
DB04098	Balanol
DB04099	Deamido_Nad_
DB04100	_1_10_Phenanthroline___Tri_Carbon_Monoxide__Rhenium__I_
DB04101	N___4__2_4_Dimethyl_1_3_thiazol_5_yl__2_pyrimidinyl__N_hydroxyimidoformamide
DB04102	2_Amino_Adenosine
DB04103	3_Methylcytosine
DB04104	3_Methyladenine
DB04105	N_Heptylformamide
DB04106	Fotemustine
DB04107	__1__2__4_Carbamimidoyl_Phenylamino__Methyl__1_Methyl_1h_Benzoimidazol_5_Yl__Cyclopropyl__Pyridin_2_Yl_Methyleneaminooxy__Acetic_Acid_Ethyl_Ester
DB04108	_2s_3r__3_Amino_2_Hydroxy_5__Ethylsulfanyl_Pentanoyl___S_______1_Naphthyl_Ethyl_Amide
DB04109	_4__1_3_2_Dioxaborolan_2_Yloxy_Methyl_Benzamidine
DB04110	2_Nitro_P_Cresol
DB04111	Balhimycin
DB04112	_2R__2_Acetamido_3__octadecyloxy_propyl_2__methylsulfanyl_ethyl_hydrogen_phosphate
DB04113	N_Formylpiperidine
DB04114	3_Chloro_9_Ethyl_6_7_8_9_10_11_Hexahydro_7_11_Methanocycloocta_B_Quinolin_12_Amine
DB04115	Berberine
DB04116	Allolactose
DB04117	4__N_N_Dimethylamino_cinnamoyl_CoA
DB04118	N_Coeleneterazine
DB04119	Hexatantalum_Dodecabromide
DB04120	4_Methyl_1_2_Benzenediol
DB04121	Guanosine_3__Monophosphate_5__Diphosphate
DB04122	beta_D_glucose_6_phosphate
DB04123	_P_Iodophenylacetylamino_Methylphosphinic_Acid
DB04124	Aurodox
DB04125	N_Alpha__2_Naphthylsulfonyl__N_3_Amidino_L_Phenylalaninyl__4_Acetyl_Piperazine
DB04126	N__1_Hydroxycarboxyethyl_Carbonyl_Leucylamino_2_Methyl_Butane
DB04127	beta_D_arabinofuranose_5_phosphate
DB04128	5_Nitroso_6_Ribityl_Amino_2_4_1h_3h__Pyrimidinedione
DB04129	Willardiine
DB04130	5_Methoxybenzimidazole
DB04131	10__4_Dimethylamino_5_Hydroxy_6_Methyl_Tetrahydro_Pyran_2_Yloxy__8_Ethyl_1_8_11_Trihydroxy_7_8_9_10_Tetrahydro_Naphthacene_5_12_Dione
DB04132	S_Hexylglutathione
DB04133	Degraded_Cephaloridine
DB04135	5_Fluoro_4__S__Hydroxy_3_4_Dihydropyrimidine
DB04136	Lysophosphotidylserine
DB04137	Guanosine_5__Triphosphate
DB04138	2_4_Dinitro_5__Bis_2_Bromoethyl_Amino__N__2__3__Dioxopropyl_Benzamide
DB04139	6_Hydroxypropylthymine
DB04140	1_Benzyl_3__4_Methoxy_Benzenesulfonyl__6_Oxo_Hexahydro_Pyrimidine_4_Carboxylic_Acid_Hydroxyamide
DB04141	2_Hexyloxy_6_Hydroxymethyl_Tetrahydro_Pyran_3_4_5_Triol
DB04142	3__3_5_Dibromo_4_Hydroxy_Benzoyl__2_Ethyl_Benzofuran_6_Sulfonic_Acid_Dimethylamide
DB04143	Indole_3_Glycerol_Phosphate
DB04144	Cis__4_5_Bis__4_Chlorophenyl__2__2_Isopropoxy_4_Methoxyphenyl__4_5_Dihyd_Roimidazol_1_Yl__Piperazin_1_Yl_Methanone
DB04145	Nicotinyl_alcohol
DB04146	I_Coeleneterazine
DB04147	Lauryl_Dimethylamine_N_Oxide
DB04149	_R__Rolipram
DB04150	Threonine_Derivative
DB04151	4_Methyl_Histidine
DB04152	2_Amino_3__3_Hydroxy_7_8_Dihydro_6h_Cyclohepta_D__4_Isoxazolyl_Propionic_Acid
DB04153	S_Hydroxymethyl_Glutathione
DB04154	N_Methyl_N__3__6_Phenyl_1_2_4_Triazolo_4_3_B_Pyridazin_3_Yl_Phenyl_Acetamide
DB04155	2_Fluoro_2_Deoxy_Beta_D_Galactopyranosyl_Beta_D_Glucopyranose
DB04156	Aspartate_Beryllium_Trifluoride
DB04157	N___Aminooxy_Carbonyl_Aniline
DB04158	6__Adenosine_Tetraphosphate_Methyl__7_8_Dihydropterin
DB04159	Beta_Hydroxytryptophane
DB04160	Pyrophosphoric_acid
DB04161	Propionamide
DB04162	5_Nitro_6_Ribityl_Amino_2_4_1h_3h__Pyrimidinedione
DB04163	5_Phenylsulfanyl_2_4_Quinazolinediamine
DB04164	1_4_Deoxy_4___5_Hydroxymethyl_2_3_4_Trihydroxycyclohex_5_Enyl_Amino_Fructose
DB04165	Valpromide
DB04166	Anthranilic_acid
DB04167	Aceglutamide
DB04168	2_Amino_5_Bromo_6_Phenylpyrimidin_4_Ol
DB04169	3_5_Diaminophthalhydrazide
DB04170	4_bromo_3_hydroxy_3_methyl_butyl_diphosphate
DB04171	D_Isovaline
DB04172	_2_4_6_Triisopropyl_Phenylsulfonyl_L__3_Amidino_Phenylalanine___Piperazine_N__Beta_Alanine
DB04173	Fructose
DB04174	3__1_Carboxy_1_Phosphonooxy_Ethoxy_Uridine_Diphosphate_N_Acetylglucosamine
DB04175	Mdl_29951
DB04176	Phosporic_Acid_Mono__3_4_Dihydroxy_5__5_Methoxy_Benzoimidazol_1_Yl__Tetrahydro_Furan_2_Ylmethyl__Ester
DB04177	4__3_14_Dihydroxy_10_13_Dimethyl_Hexadecahydro_Cyclopenta_a_Phenanthren_17_Yl__5h_Furan_2_One
DB04178	Di_Stearoyl_3_Sn_Phosphatidylcholine
DB04179	Benzofuran
DB04180	4__Aminosulfonyl__N___2_4_Difluorophenyl_Methyl__Benzamide
DB04182	_S__2_Amino_4___2s_3r__2_3_5_Trihydroxy_4_Oxo_Pentyl_Mercapto_Butyric_Acid
DB04183	Methylmalonic_Acid
DB04185	Norvaline
DB04186	N___Pyrrolidino_2_1_B_Isoindolin_4_On_8_Yl__N__Pyridin_2_Yl_Urea
DB04187	_9S_10S__9__S_glutathionyl__10_hydroxy_9_10_dihydrophenanthrene
DB04188	MDL72527
DB04189	N2__Carboxyethyl__L_Arginine
DB04190	Inhibitor_Bea425
DB04191	Skf_107457
DB04193	L_Homoserine
DB04194	Chitotriose
DB04195	Heptulose_2_Phosphate
DB04196	Pteroic_Acid
DB04197	Descarboxy_nor_N_Omega__Hydroxy_L_Arginine
DB04198	Formycin_B
DB04199	1_Monohexanoyl_2_Hydroxy_Sn_Glycero_3_Phosphate
DB04200	Matairesinol
DB04201	Histidyl_Adenosine_Monophosphate
DB04202	Isoformononetin
DB04203	3_Mercuri_4_Aminobenzenesulfonamide
DB04204	__4__4__4__Difluoro_Phosphono_Methyl__Phenyl__Butyl__Phenyl__Difluoro_Methyl__Phosphonic_Acid
DB04205	Thymidine_3__5__Diphosphate
DB04206	Nz2_Tryptophan
DB04207	N__5_Amino_5_Carboxypentyl_Glutamic_Acid
DB04208	3__3_4_Dimethoxyphenyl_Propionic_Acid
DB04209	Dequalinium
DB04210	3__alpha_D_galactopyranosyloxy__N__3__4__3___2___3__4__3____3__hexopyranosyloxy__5_nitrophenyl_carbonyl_amino_propyl_piperazin_1_yl_propyl_amino__3_4_dioxocyclobut_1_en_1_yl_amino_propyl_piperazin_1_yl_propyl__5_nitrobenzamide
DB04211	_2R_3R_4R_5R_6R__3_fluoro_2_4_dihydroxy_5___1_hydroxyethylidene_amino__6___1R_2R__1_2_3_trihydroxypropyl_oxane_2_carboxylic_acid
DB04212	2_Iminiopropanoate
DB04213	N_Cyclohexyl_N___Propyl_Phenyl_Urea
DB04214	4_Nitrophenyl_Phosphate
DB04215	CRA_9076
DB04216	Quercetin
DB04217	L_2_amino_3_butynoic_acid
DB04218	1_Deaza_Adenosine
DB04219	Trivanadate
DB04220	CGP_4832
DB04221	Didecyldimethylammonium
DB04222	Sparsomycin
DB04223	Nitroarginine
DB04224	Oleic_Acid
DB04225	N_Methyldehydrobutyrine
DB04226	Dihydro_Acarbose
DB04227	9_Amino_2_Deoxy_2_3_Dehydro_N_Acetyl_Neuraminic_Acid
DB04228	_2r__Amino_3_5_Dihydroxyphenyl_Acetic_Acid
DB04229	7_10_13_Tri_Carboxymethyl__5_15_Dioxo_4_7_10_13_16_Pentaaza_1_19_Dithianonadecane
DB04230	Nitromethyldethia_Coenzyme_A
DB04231	Tetra_Imidazole_Diaquacopper__I_
DB04232	N_Hydroxy_1__4_Methoxyphenyl_Sulfonyl_4_Benzyloxycarbonyl_Piperazine_2_Carboxamide
DB04233	_Hydroxyethyloxy_Tri_Ethyloxy_Octane
DB04234	N2_____4_Bromophenyl_Methyl_Oxy_Carbonyl__N1___1s__1_Formylpentyl__L_Leucinamide
DB04235	4_Amino_Hexanoic_Acid
DB04236	2_Amino_3__1h_Indol_3_Yl__Propan_1_Ol
DB04237	Tris_Hydroxyethyl_Aminomethane
DB04238	N_Alpha__2_Naphthylsulfonyl__N__3_Amidino_L_Phenylalaninyl__D_Pipecolinic_Acid
DB04239	2_Amino_6_Aminomethyl_8_Phenylsulfanylmethyl_3h_Quinazolin_4_One
DB04240	_1S__1_C___2R__6___2R__2_Butanyl__5_10_dihydroxy_4_oxo_1_2_3_4_tetrahydro_2_anthracenyl__5_deoxy_1_O_methyl_D_xylulose
DB04241	N_Pyridoxyl_2_Methylalanine_5_Phosphate
DB04242	P_Hydroxybenzoic_Acid
DB04243	5_Methyluridine_5__Monophosphate
DB04244	_2R__2__3_Biphenylyl__N___2R__2_hydroxy_3___2_pyridinylsulfonyl_amino_propyl__4_methylpentanamide
DB04246	CRA_23653
DB04248	beta__1__4__galactotriose
DB04249	Zinc_Substituted_Heme_C
DB04250	Butyrylthiocholine
DB04252	N_Carbamoyl_L_Aspartate
DB04253	Tretazicar
DB04254	8_Benzo_1_3_Dioxol__5_Ylmethyl_9_Butyl_2_Fluoro_9h_Purin_6_Ylamine
DB04255	Inhibitor_Bea388
DB04256	4__1_Amino_1_Carboxy_Ethyl__Benzoic_Acid
DB04257	Palmitoleic_Acid
DB04258	Seocalcitol
DB04259	7n_Methyl_8_Hydroguanosine_5__Monophosphate
DB04260	9__5_5_Difluoro_5_Phosphonopentyl_Guanine
DB04261	Carbamic_Acid
DB04262	3__7_hydroxy_8_ribityllumazine_6_yl__propionic_acid
DB04263	Geneticin
DB04264	_10R__10_Formyl_5_8_10_Trideazafolic_Acid
DB04265	N_acetyl_beta_neuraminic_acid
DB04266	5__6_D_Ribitylamino_2_4_Dihydroxypyrimidin_5_Yl__1_Pentyl_Phosphonic_Acid
DB04267	Dipicolinic_Acid
DB04268	Methylumbelliferyl_Chitotriose
DB04269	Cyclotheonamide_A
DB04270	_S__3__4__2_Carbazol_9_Yl_Ethoxy__Phenyl__2_Ethoxy_Propionic_Acid
