DB00001	Lepirudin
DB02921	-
DB02922	-
DB02923	-
DB02924	-
DB02925	Piretanide
DB02927	-
DB02928	-
DB02929	JTV-519
DB02930	-
DB02931	-
DB02932	Bicalutamide
DB02933	-
DB02934	-
DB02935	Diglyme
DB02936	-
DB02937	-
DB02938	Heptanoic_acid
DB02940	-
DB02941	-
DB02942	-
DB02943	-
DB02945	-
DB02946	-
DB02947	-
DB02948	Fosmidomycin
DB02949	-
DB02950	-
DB02951	-
DB02952	-
DB02953	-
DB02954	-
DB02955	-
DB02956	-
DB02957	-
DB02958	-
DB02959	5-Hydroxytryptophan
DB02960	-
DB02961	Rhamnose
DB02962	Benzimidazole
DB02963	-
DB02964	-
DB02965	-
DB02966	-
DB02967	N-Ethylmaleimide
DB02968	-
DB02969	-
DB02970	-
DB02971	-
DB02972	-
DB02973	-
DB02974	-
DB02975	-
DB02976	-
DB02977	-
DB02978	-
DB02979	-
DB02980	-
DB02981	-
DB02982	Bombykol
DB02983	-
DB02984	-
DB02985	-
DB02986	-
DB02987	-
DB02988	-
DB02989	-
DB02990	-
DB02991	-
DB02992	-
DB02993	-
DB02994	Cacodylic_acid
DB02995	-
DB02996	-
DB02998	Metribolone
DB02999	Quisqualic_acid
DB03000	-
DB03001	Peridinin
DB03002	-
DB03003	-
DB03004	-
DB03005	-
DB03006	Arsanilic_acid
DB03007	-
DB03008	-
DB03009	-
DB03010	-
DB03011	-
DB03012	-
DB03013	-
DB03015	-
DB03016	-
DB03017	Lauric_acid
DB03018	-
DB03019	-
DB03020	-
DB03021	-
DB03022	-
DB03023	-
DB03024	-
DB03025	-
DB03026	-
DB03028	-
DB03030	-
DB03031	-
DB03032	-
DB03033	-
DB03034	-
DB03035	-
DB03037	-
DB03038	-
DB03039	-
DB03040	-
DB03041	Uridine_diphosphate_glucuronic_acid
DB03042	-
DB03043	-
DB03044	-
DB03045	-
DB03046	-
DB03047	-
DB03048	-
DB03049	-
DB03051	-
DB03052	Dazoxiben
DB03053	-
DB03054	Bromoform
DB03056	-
DB03057	Malondialdehyde
DB03058	-
DB03059	Acetoacetyl-CoA
DB03060	-
DB03061	-
DB03062	-
DB03063	-
DB03064	-
DB03065	-
DB03066	-
DB03067	-
DB03068	Zebularine
DB03069	-
DB03070	-
DB03071	-
DB03072	-
DB03073	-
DB03074	-
DB03075	-
DB03076	-
DB03077	-
DB03078	-
DB03079	-
DB03081	-
DB03082	-
DB03083	-
DB03084	-
DB03085	Glycolic_acid
DB03086	-
DB03087	-
DB03088	Pyroglutamic_acid
DB03090	-
DB03091	-
DB03092	-
DB03093	-
DB03094	-
DB03095	-
DB03096	-
DB03097	-
DB03098	-
DB03099	-
DB03100	-
DB03101	-
DB03102	-
DB03103	-
DB03104	-
DB03105	-
DB03106	Scyllo-Inositol
DB03107	%CE%92-Alanine
DB03108	-
DB03109	-
DB03110	2-Chlorophenol
DB03111	-
DB03112	-
DB03113	-
DB03114	-
DB03115	-
DB03116	-
DB03117	-
DB03118	-
DB03120	-
DB03121	-
DB03124	-
DB03125	-
DB03126	-
DB03127	Benzamidine
DB03128	Acetylcholine
DB03129	-
DB03130	-
DB03132	-
DB03133	-
DB03134	-
DB03135	-
DB03136	-
DB03137	-
DB03138	Perchlorate
DB03139	-
DB03140	-
DB03141	-
DB03142	-
DB03143	-
DB03144	-
DB03145	-
DB03146	-
DB03147	Flavin_adenine_dinucleotide
DB03148	-
DB03150	-
DB03151	-
DB03152	-
DB03153	-
DB03154	-
DB03155	-
DB03156	Glucuronic_acid
DB03157	-
DB03158	-
DB03159	-
DB03160	-
DB03161	-
DB03162	-
DB03163	-
DB03164	-
DB03165	-
DB03166	Acetic_acid
DB03167	-
DB03168	-
DB03169	-
DB03170	-
DB03171	-
DB03172	-
DB03173	-
DB03174	-
DB03175	Propanol
DB03176	-
DB03177	-
DB03178	-
DB03179	-
DB03180	-
DB03181	-
DB03182	-
DB03183	-
DB03184	-
DB03185	-
DB03186	-
DB03187	-
DB03189	-
DB03190	-
DB03191	-
DB03192	-
DB03193	Stearic_acid
DB03194	-
DB03195	-
DB03196	-
DB03197	-
DB03198	-
DB03199	-
DB03200	-
DB03201	-
DB03202	-
DB03203	Sphingosine
DB03204	-
DB03205	-
DB03206	1-Deoxynojirimycin
DB03207	-
DB03208	-
DB03209	-
DB03210	-
DB03211	-
DB03212	-
DB03213	-
DB03214	-
DB03215	-
DB03216	-
DB03217	-
DB03218	-
DB03219	-
DB03220	-
DB03221	-
DB03222	Deoxyadenosine_triphosphate
DB03223	Diphthamide
DB03224	-
DB03225	-
DB03226	2,2,2-Trifluoroethanol
DB03227	-
DB03228	-
DB03229	-
DB03230	-
DB03231	-
DB03232	-
DB03233	-
DB03234	-
DB03235	-
DB03236	-
DB03237	-
DB03238	-
DB03239	-
DB03240	-
DB03241	-
DB03242	-
DB03243	-
DB03244	-
DB03245	-
DB03246	-
DB03247	Flavin_mononucleotide
DB03248	-
DB03249	-
DB03250	-
DB03251	-
DB03252	-
DB03253	-
DB03254	-
DB03255	Phenol
DB03256	-
DB03257	-
DB03258	-
DB03259	-
DB03260	Hexamethylenediamine
DB03262	-
DB03263	-
DB03264	-
DB03266	Glutaraldehyde
DB03267	-
DB03268	-
DB03269	-
DB03270	-
DB03272	-
DB03273	-
DB03274	-
DB03275	-
DB03276	-
DB03277	-
DB03278	-
DB03279	-
DB03280	-
DB03281	-
DB03283	Fucose
DB03284	-
DB03285	-
DB03286	-
DB03287	-
DB03288	-
DB03289	-
DB03290	-
DB03291	-
DB03292	-
DB03293	-
DB03294	-
DB03295	-
DB03296	-
DB03297	-
DB03298	-
DB03299	-
DB03300	-
DB03301	-
DB03302	-
DB03303	-
DB03304	-
DB03305	-
DB03306	-
DB03307	-
DB03308	-
DB03309	CHES_(buffer)
DB03310	Glutathione_disulfide
DB03311	-
DB03312	Brivudine
DB03313	Cephalosporin_C
DB03314	-
DB03315	-
DB03316	-
DB03317	Heme_C
DB03318	-
DB03319	-
DB03320	-
DB03321	-
DB03322	Propranolol
DB03323	Maltose
DB03325	-
DB03326	-
DB03327	-
DB03328	-
DB03329	-
DB03330	-
DB03331	-
DB03332	-
DB03333	-
DB03335	-
DB03336	BIA
DB03337	-
DB03338	-
DB03339	-
DB03340	-
DB03341	-
DB03342	-
DB03343	-
DB03344	-
DB03345	2-Mercaptoethanol
DB03346	-
DB03347	-
DB03348	-
DB03349	-
DB03350	-
DB03351	-
DB03352	-
DB03353	-
DB03354	-
DB03355	-
DB03357	-
DB03358	-
DB03359	-
DB03360	-
DB03361	-
DB03362	-
DB03363	-
DB03364	-
DB03365	-
DB03366	Imidazole
DB03367	-
DB03368	-
DB03369	-
DB03370	-
DB03371	-
DB03372	-
DB03373	-
DB03374	-
DB03376	-
DB03378	-
DB03379	-
DB03380	-
DB03381	-
DB03382	-
DB03383	-
DB03384	Federal_Insurance_Contributions_Act_tax
DB03385	4-Methylimidazole
DB03386	-
DB03387	-
DB03388	-
DB03389	-
DB03390	-
DB03391	-
DB03392	-
DB03393	-
DB03394	-
DB03395	-
DB03396	-
DB03397	-
DB03399	-
DB03400	-
DB03401	-
DB03402	-
DB03403	-
DB03404	Hemin
DB03405	-
DB03406	-
DB03407	-
DB03408	Gamma-Glutamylcysteine
DB03409	-
DB03410	4-Hydroxycoumarin
DB03411	-
DB03412	-
DB03413	-
DB03414	-
DB03415	-
DB03416	-
DB03417	-
DB03418	-
DB03419	Uracil
DB03420	-
DB03421	-
DB03422	-
DB03423	-
DB03424	Ubenimex
DB03425	-
DB03426	-
DB03427	-
DB03428	-
DB03429	Cardiolipin
DB03430	-
DB03432	-
DB03433	-
DB03434	-
DB03435	-
DB03436	-
DB03437	-
DB03438	-
DB03439	-
DB03440	-
DB03441	-
DB03442	-
DB03443	-
DB03444	-
DB03445	-
DB03446	-
DB03447	-
DB03448	-
DB03449	-
DB03450	-
DB03451	-
DB03452	-
DB03453	-
DB03454	-
DB03455	-
DB03456	-
DB03458	-
DB03459	-
DB03460	Violaxanthin
DB03461	Nicotinamide_adenine_dinucleotide_phosphate
DB03462	Thymine
DB03464	-
DB03466	-
DB03467	Naringenin
DB03468	-
DB03469	Heme
DB03470	Trypanothione
DB03471	-
DB03472	-
DB03473	-
DB03474	-
DB03475	-
DB03476	-
DB03477	-
DB03478	-
DB03479	-
DB03480	-
DB03481	-
DB03482	-
DB03483	-
DB03484	-
DB03485	-
DB03486	-
DB03487	-
DB03488	-
DB03489	-
DB03490	-
DB03491	-
DB03492	-
DB03493	7-Methylguanosine
DB03495	-
DB03496	Alvocidib
DB03497	-
DB03498	-
DB03499	-
DB03500	-
DB03501	-
DB03502	-
DB03503	-
DB03504	-
DB03505	-
DB03506	-
DB03507	-
DB03508	-
DB03509	-
DB03510	-
DB03511	-
DB03512	-
DB03513	-
DB03514	-
DB03515	Equilenin
DB03516	-
DB03517	-
DB03518	Mevalonic_acid
DB03520	-
DB03522	-
DB03523	-
DB03524	-
DB03525	-
DB03526	-
DB03528	-
DB03530	-
DB03531	-
DB03532	-
DB03533	Glycoluril
DB03534	-
DB03535	-
DB03536	-
DB03537	-
DB03539	-
DB03540	Norcamphor
DB03541	-
DB03542	-
DB03543	-
DB03544	-
DB03546	-
DB03548	-
DB03549	-
DB03550	-
DB03551	-
DB03552	-
DB03553	Glutaric_acid
DB03554	-
DB03555	-
DB03556	-
DB03557	-
DB03558	-
DB03559	-
DB03560	4-Hydroxybenzaldehyde
DB03562	-
DB03564	-
DB03565	-
DB03566	Spermidine
DB03567	-
DB03568	Butyric_acid
DB03569	-
DB03570	-
DB03571	-
DB03572	-
DB03573	-
DB03574	-
DB03575	Phencyclidine
DB03576	-
DB03577	-
DB03578	-
DB03581	Glucose_6-phosphate
DB03582	-
DB03583	-
DB03584	-
DB03585	Oxyphenbutazone
DB03586	-
DB03587	Methylglyoxal
DB03588	-
DB03589	-
DB03590	-
DB03591	-
DB03592	-
DB03593	-
DB03594	1,2,4-Triazole
DB03595	-
DB03596	-
DB03597	-
DB03598	-
DB03600	Decanoic_acid
DB03601	-
DB03602	-
DB03603	Saccharic_acid
DB03604	Tiratricol
DB03605	-
DB03606	-
DB03607	-
DB03608	Diminazene
DB03609	-
DB03610	-
DB03611	-
DB03612	-
DB03613	-
DB03614	Methylcobalamin
DB03615	Ribostamycin
DB03616	-
DB03617	-
DB03618	-
DB03619	Deoxycholic_acid
DB03621	-
DB03622	-
DB03623	-
DB03624	-
DB03626	-
DB03627	Adamantane
DB03628	-
DB03629	-
DB03630	-
DB03631	-
DB03632	-
DB03633	-
DB03634	-
DB03635	-
DB03636	-
DB03637	-
DB03638	-
DB03639	-
DB03640	-
DB03641	-
DB03642	-
DB03643	-
DB03644	3-Hydroxyanthranilic_acid
DB03645	-
DB03646	-
DB03647	-
DB03648	-
DB03649	-
DB03650	-
DB03651	Picric_acid
DB03652	-
DB03653	-
DB03654	-
DB03656	-
DB03657	-
DB03658	-
DB03659	N-Butylamine
DB03660	-
DB03661	-
DB03662	-
DB03663	-
DB03664	-
DB03666	-
DB03667	-
DB03668	-
DB03669	-
DB03670	-
DB03671	Digoxigenin
DB03672	-
DB03673	-
DB03675	-
DB03676	-
DB03677	-
DB03678	-
DB03679	-
DB03680	-
DB03682	-
DB03683	-
DB03685	Uridine_monophosphate
DB03686	-
DB03687	-
DB03688	-
DB03690	-
DB03691	-
DB03692	-
DB03693	-
DB03694	-
DB03695	-
DB03696	Lanosterol
DB03697	-
DB03698	-
DB03699	-
DB03700	-
DB03701	Vanoxerine
DB03702	-
DB03703	Cyclohexanol
DB03704	-
DB03705	-
DB03706	-
DB03707	-
DB03708	-
DB03709	Bicine
DB03710	-
DB03711	-
DB03712	-
DB03714	-
DB03716	-
DB03717	-
DB03718	-
DB03719	-
DB03720	-
DB03721	Neuraminic_acid
DB03722	-
DB03723	-
DB03724	-
DB03725	-
DB03726	-
DB03727	-
DB03728	4-Chlorobenzoic_acid
DB03729	-
DB03730	-
DB03731	-
DB03732	-
DB03733	-
DB03734	-
DB03735	-
DB03736	-
DB03737	-
DB03738	-
DB03739	-
DB03740	-
DB03741	-
DB03742	-
DB03744	-
DB03745	-
DB03746	-
DB03747	-
DB03748	-
DB03749	-
DB03750	3-Methylbutanoic_acid
DB03751	-
DB03752	-
DB03753	-
DB03754	Tris
DB03755	-
DB03756	Docosahexaenoic_acid
DB03757	-
DB03758	Radicicol
DB03759	-
DB03760	-
DB03761	-
DB03763	-
DB03764	-
DB03765	-
DB03766	Propionic_acid
DB03767	-
DB03768	-
DB03769	-
DB03770	-
DB03771	-
DB03772	-
DB03773	-
DB03774	-
DB03775	-
DB03776	Lactaldehyde
DB03777	-
DB03779	-
DB03780	-
DB03781	-
DB03782	-
DB03783	Phenacetin
DB03784	-
DB03785	-
DB03787	-
DB03788	-
DB03789	-
DB03790	-
DB03791	-
DB03792	-
DB03793	Benzoic_acid
DB03794	-
DB03795	-
DB03796	Palmitic_acid
DB03797	-
DB03798	-
DB03799	-
DB03800	Deoxyuridine_monophosphate
DB03801	-
DB03802	-
DB03803	-
DB03804	-
DB03807	-
DB03808	Hexamidine
DB03809	-
DB03810	-
DB03811	-
DB03812	-
DB03813	-
DB03814	-
DB03815	Fucitol
DB03816	-
DB03817	-
DB03818	-
DB03819	-
DB03820	-
DB03821	-
DB03822	-
DB03823	Gallocatechol
DB03824	-
DB03825	Rhodamine_6G
DB03826	-
DB03827	-
DB03828	-
DB03829	-
DB03830	-
DB03831	-
DB03832	-
DB03833	-
DB03834	-
DB03835	-
DB03836	-
DB03837	-
DB03839	-
DB03840	-
DB03841	-
DB03842	-
DB03843	Formaldehyde
DB03844	-
DB03845	-
DB03846	-
DB03847	-
DB03848	-
DB03849	Cilomilast
DB03850	-
DB03851	-
DB03852	Eucalyptol
DB03853	-
DB03854	-
DB03855	-
DB03856	-
DB03857	-
DB03858	-
DB03859	-
DB03860	-
DB03861	-
DB03862	-
DB03863	-
DB03864	3-Mercaptopropane-1,2-diol
DB03865	-
DB03866	Prostaglandin_G2
DB03867	-
DB03868	-
DB03869	-
DB03870	-
DB03871	-
DB03872	-
DB03874	-
DB03876	-
DB03877	-
DB03878	-
DB03879	-
DB03880	Batimastat
DB03881	-
DB03882	-
DB03883	-
DB03884	Phenylpyruvic_acid
DB03885	-
DB03886	Biopterin
DB03887	-
DB03888	-
DB03889	-
DB03890	-
DB03891	-
DB03892	-
DB03893	-
DB03894	-
DB03895	Malachite_green
DB03896	Triphosphoric_acid
DB03897	-
DB03898	-
DB03899	-
DB03900	-
DB03901	-
DB03902	Oxalic_acid
DB03903	-
DB03904	Urea
DB03905	-
DB03906	-
DB03907	-
DB03908	-
DB03909	-
DB03910	-
DB03911	-
DB03912	Phosphopantetheine
DB03913	Coenzyme_F420
DB03914	-
DB03915	-
DB03916	-
DB03917	-
DB03918	-
DB03919	-
DB03920	-
DB03921	-
DB03923	-
DB03924	-
DB03925	-
DB03926	-
DB03927	-
DB03928	-
DB03929	Serine
DB03930	-
DB03931	-
DB03932	-
DB03933	-
DB03934	-
DB03935	-
DB03936	-
DB03937	-
DB03938	-
DB03939	-
DB03940	-
DB03941	-
DB03942	-
DB03943	-
DB03944	-
DB03945	Phosphocholine
DB03946	-
DB03947	-
DB03948	-
DB03949	-
DB03950	-
DB03951	-
DB03952	-
DB03953	-
DB03955	-
DB03956	-
DB03957	-
DB03958	-
DB03959	-
DB03960	-
DB03961	-
DB03962	-
DB03963	-
DB03964	-
DB03966	Clorobiocin
DB03967	-
DB03968	-
DB03970	-
DB03971	-
DB03972	-
DB03973	-
DB03974	-
DB03975	-
DB03976	-
DB03977	-
DB03978	-
DB03979	-
DB03980	-
DB03981	-
DB03982	-
DB03983	-
DB03984	-
DB03985	-
DB03986	-
DB03987	-
DB03988	-
DB03989	-
DB03990	-
DB03991	-
DB03992	-
DB03993	-
DB03994	Ethanolamine
DB03995	-
DB03996	-
DB03997	-
DB03998	-
DB03999	-
DB04000	-
DB04001	-
DB04002	-
DB04003	-
DB04004	-
DB04005	Uridine_triphosphate
DB04006	-
DB04007	-
DB04008	-
DB04009	-
DB04010	-
DB04011	-
DB04012	-
DB04013	-
DB04014	-
DB04015	-
DB04016	-
DB04017	Clorgiline
DB04018	-
DB04020	-
DB04021	-
DB04022	-
DB04023	-
DB04024	-
DB04026	Pseudotropine
DB04027	Arginine
DB04028	-
DB04029	-
DB04030	-
DB04031	-
DB04032	-
DB04033	-
DB04034	-
DB04035	-
DB04036	-
DB04037	-
DB04038	Ergosterol
DB04039	-
DB04040	-
DB04041	-
DB04042	-
DB04043	-
DB04044	-
DB04045	-
DB04046	-
DB04047	-
DB04048	-
DB04049	Coelenteramide
DB04050	-
DB04051	-
DB04052	-
DB04053	Phosphinate
DB04054	-
DB04055	-
DB04057	-
DB04058	-
DB04059	-
DB04060	-
DB04061	-
DB04062	-
DB04063	-
DB04064	-
DB04065	-
DB04066	-
DB04067	-
DB04068	-
DB04069	-
DB04070	-
DB04071	-
DB04072	-
DB04073	-
DB04074	Alpha-Ketoisovaleric_acid
DB04075	-
DB04076	Hypoxanthine
DB04079	-
DB04080	-
DB04081	-
DB04082	-
DB04083	-
DB04084	-
DB04085	-
DB04086	-
DB04087	-
DB04088	-
DB04089	-
DB04090	-
DB04092	-
DB04093	Undecanal
DB04094	-
DB04095	-
DB04096	-
DB04097	-
DB04098	Balanol
DB04099	-
DB04100	-
DB04101	-
DB04102	-
DB04103	-
DB04104	-
DB04105	-
DB04106	Fotemustine
DB04107	-
DB04108	-
DB04109	-
DB04110	-
DB04111	-
DB04112	-
DB04113	N-Formylpiperidine
DB04114	-
DB04115	Berberine
DB04116	Allolactose
DB04117	-
DB04118	-
DB04119	-
DB04120	-
DB04121	-
DB04122	-
DB04123	-
DB04124	-
DB04125	-
DB04126	-
DB04127	-
DB04128	-
DB04129	-
DB04130	-
DB04131	-
DB04132	-
DB04133	-
DB04135	-
DB04136	-
DB04137	-
DB04138	-
DB04139	-
DB04140	-
DB04141	-
DB04142	-
DB04143	-
DB04144	-
DB04145	Nicotinyl_alcohol
DB04146	-
DB04147	-
DB04149	-
DB04150	-
DB04151	-
DB04152	-
DB04153	-
DB04154	-
DB04155	-
DB04156	-
DB04157	-
DB04158	-
DB04159	-
DB04160	Pyrophosphoric_acid
DB04161	Propanamide
DB04162	-
DB04163	-
DB04164	-
DB04165	Valpromide
DB04166	Anthranilic_acid
DB04167	Aceglutamide
DB04168	-
DB04169	-
DB04170	-
DB04171	-
DB04172	-
DB04173	Fructose
DB04174	-
DB04175	-
DB04176	-
DB04177	-
DB04178	-
DB04179	Benzofuran
DB04180	-
DB04182	-
DB04183	-
DB04185	Norvaline
DB04186	-
DB04187	-
DB04188	-
DB04189	-
DB04190	-
DB04191	-
DB04193	-
DB04194	-
DB04195	-
DB04196	-
DB04197	-
DB04198	-
DB04199	-
DB04200	Matairesinol
DB04201	-
DB04202	-
DB04203	-
DB04204	-
DB04205	-
DB04206	-
DB04207	-
DB04208	-
DB04209	Dequalinium
DB04210	-
DB04211	-
DB04212	-
DB04213	-
DB04214	-
DB04215	-
DB04216	Quercetin
DB04217	-
DB04218	-
DB04219	Vanadate
DB04220	-
DB04221	Didecyldimethylammonium_chloride
DB04222	Sparsomycin
DB04223	Nitroarginine
DB04224	Oleic_acid
DB04225	-
DB04226	-
DB04227	-
DB04228	-
DB04229	-
DB04230	-
DB04231	-
DB04232	-
DB04233	-
DB04234	-
DB04235	-
DB04236	-
DB04237	-
DB04238	-
DB04239	-
DB04240	-
DB04241	-
DB04242	-
DB04243	-
DB04244	-
DB04246	-
DB04248	-
DB04249	-
DB04250	-
DB04252	-
DB04253	-
DB04254	-
DB04255	-
DB04256	-
DB04257	-
DB04258	-
DB04259	-
DB04260	-
DB04261	-
DB04262	-
DB04263	G418
DB04264	-
DB04265	-
DB04266	-
DB04267	-
DB04268	-
DB04269	-
DB04270	-
DB04271	-
DB04272	Citric_acid
DB04273	-
DB04274	-
DB04275	N-Acetylserotonin
DB04276	-
DB04277	-
DB04278	-
DB04279	-
DB04280	-
DB04281	-
DB04282	-
DB04283	-
DB04284	-
DB04285	-
DB04286	-
DB04287	-
DB04288	-
DB04289	-
DB04291	-
DB04292	-
DB04293	-
DB04294	-
DB04295	-
DB04296	-
DB04297	-
DB04298	-
DB04299	Maleic_acid
DB04300	-
DB04301	-
DB04302	-
DB04303	-
DB04304	-
DB04306	-
DB04307	-
DB04308	-
DB04310	-
DB04311	-
DB04312	-
DB04313	-
DB04314	1-Methylcytosine
DB04315	-
DB04316	-
DB04317	-
DB04318	-
DB04320	-
DB04321	-
DB04322	-
DB04323	-
DB04324	-
DB04325	2-phenylethylamine
DB04326	Dihydroxyacetone_phosphate
DB04327	Phosphatidylethanolamine
DB04328	-
DB04329	Isoquinoline
DB04330	-
DB04331	Monastrol
DB04332	-
DB04333	-
DB04334	-
DB04335	Inosine
DB04336	-
DB04337	-
DB04338	-
DB04339	Carbocisteine
DB04340	-
DB04341	-
DB04342	-
DB04343	Glyoxylic_acid
DB04345	-
DB04346	-
DB04347	3-Dehydroshikimic_acid
DB04348	Taurocholic_acid
DB04349	Propylene_glycol
DB04350	Argadin
DB04351	-
DB04352	-
DB04353	-
DB04356	-
DB04357	-
DB04359	-
DB04360	-
DB04361	-
DB04362	-
DB04363	-
DB04364	-
DB04365	Arecoline
DB04366	-
DB04367	-
DB04368	-
DB04369	-
DB04370	-
DB04371	-
DB04372	-
DB04373	-
DB04374	-
DB04376	-
DB04377	Meglutol
DB04378	-
DB04379	-
DB04380	Allantoic_acid
DB04381	Crotonaldehyde
DB04382	-
DB04383	-
DB04384	-
DB04385	-
DB04386	-
DB04387	-
DB04388	-
DB04389	-
DB04391	-
DB04392	-
DB04393	-
DB04394	-
DB04395	-
DB04396	-
DB04397	-
DB04398	Lactic_acid
DB04400	-
DB04401	-
DB04404	-
DB04405	-
DB04406	-
DB04407	-
DB04408	-
DB04409	-
DB04410	-
DB04411	-
DB04414	-
DB04415	-
DB04416	-
DB04417	4-Nitrophenol
DB04418	-
DB04419	-
DB04421	-
DB04422	-
DB04423	-
DB04424	-
DB04425	-
DB04426	-
DB04427	-
DB04429	-
DB04430	-
DB04431	-
DB04432	-
DB04433	-
DB04434	-
DB04436	-
DB04437	-
DB04438	-
DB04439	-
DB04440	-
DB04441	-
DB04442	-
DB04444	-
DB04445	Mercury(II)_iodide
DB04446	-
DB04447	-
DB04448	-
DB04449	-
DB04450	-
DB04451	-
DB04452	-
DB04453	-
DB04454	-
DB04455	-
DB04456	Arsenous_acid
DB04457	-
DB04458	-
DB04459	-
DB04460	-
DB04461	Coproporphyrinogen_III
DB04462	-
DB04463	-
DB04464	N-Formylmethionine
DB04465	Lactose
DB04466	-
DB04467	-
DB04468	Afimoxifene
DB04469	-
DB04470	-
DB04471	-
DB04472	-
DB04473	-
DB04474	-
DB04476	-
DB04477	-
DB04478	-
DB04479	-
DB04480	-
DB04481	-
DB04482	-
DB04483	-
DB04484	-
DB04485	Thymidine
DB04486	-
DB04487	-
DB04488	-
DB04489	-
DB04490	-
DB04491	-
DB04492	-
DB04493	-
DB04494	-
DB04495	-
DB04496	-
DB04497	-
DB04498	-
DB04499	-
DB04500	Acedoben
DB04501	Bornane
DB04502	-
DB04503	-
DB04504	-
DB04505	-
DB04506	Chlorophyll_b
DB04508	-
DB04509	-
DB04510	3-Phosphoglyceric_acid
DB04511	-
DB04512	Methoxypyrazines
DB04513	-
DB04514	-
DB04515	-
DB04516	-
DB04517	-
DB04518	-
DB04519	Caprylic_acid
DB04520	-
DB04521	-
DB04522	-
DB04523	-
DB04524	Malonyl-CoA
DB04525	-
DB04526	-
DB04527	-
DB04528	2,4-Dinitrophenol
DB04529	-
DB04530	-
DB04531	-
DB04532	Indole
DB04533	-
DB04534	-
DB04537	-
DB04538	-
DB04539	Glyphosate
DB04540	Cholesterol
DB04541	-
DB04542	-
DB04543	-
DB04544	-
DB04545	Afegostat
DB04546	-
DB04547	-
DB04548	-
DB04549	-
DB04551	-
DB04552	Niflumic_acid
DB04553	-
DB04554	-
DB04555	-
DB04556	-
DB04557	-
DB04559	-
DB04560	-
DB04561	-
DB04562	-
DB04563	-
DB04564	Gluconolactone
DB04565	-
DB04566	Inosinic_acid
DB04567	-
DB04568	-
DB04569	-
DB04570	Latamoxef
DB04571	Trioxsalen
DB04572	Thiotepa
DB04573	Estriol
DB04574	Estropipate
DB04575	Quinestrol
DB04576	Fleroxacin
DB04577	-
DB04578	-
DB04579	-
DB04580	-
DB04581	-
DB04582	-
DB04583	-
DB04584	-
DB04585	-
DB04586	-
DB04587	-
DB04588	-
DB04590	-
DB04591	-
DB04592	-
DB04593	-
DB04594	-
DB04595	-
DB04596	-
DB04597	-
DB04598	-
DB04599	Aniracetam
DB04600	-
DB04601	-
DB04602	-
DB04603	-
DB04604	-
DB04605	-
DB04606	-
DB04607	-
DB04608	-
DB04609	-
DB04610	-
DB04612	-
DB04613	-
DB04614	-
DB04615	-
DB04616	-
DB04617	-
DB04618	-
DB04619	Acetophenone
DB04620	Cycloleucine
DB04622	-
DB04623	-
DB04624	-
DB04626	Apramycin
DB04627	-
DB04628	-
DB04629	-
DB04630	Aldosterone
DB04631	-
DB04632	-
DB04633	-
DB04634	-
DB04636	-
DB04637	-
DB04638	-
DB04639	-
DB04640	-
DB04641	-
DB04642	-
DB04643	-
DB04644	-
DB04645	-
DB04646	-
DB04647	-
DB04648	-
DB04649	-
DB04650	-
DB04651	-
DB04652	Corticosterone
DB04653	-
DB04654	-
DB04655	-
DB04656	-
DB04657	-
DB04658	-
DB04659	-
DB04660	Alpha-GPC
DB04661	-
DB04662	-
DB04663	-
DB04664	-
DB04665	Coumarin
DB04666	-
DB04667	-
DB04668	-
DB04669	-
DB04671	-
DB04672	-
DB04673	-
DB04674	-
DB04676	-
DB04677	-
DB04678	-
DB04679	-
DB04680	-
DB04681	-
DB04682	-
DB04683	-
DB04684	-
DB04685	-
DB04686	-
DB04687	-
DB04688	-
DB04689	-
DB04690	Camptothecin
DB04691	-
DB04692	-
DB04693	-
DB04694	-
DB04695	-
DB04696	-
DB04697	-
DB04698	-
DB04699	Gamma-Butyrolactone
DB04700	-
DB04701	-
DB04702	-
DB04703	Hesperidin
DB04704	-
DB04705	-
DB04706	-
DB04707	-
DB04708	-
DB04709	-
DB04710	-
DB04711	Iodipamide
DB04712	-
DB04713	-
DB04714	-
DB04715	-
DB04716	-
DB04717	-
DB04718	-
DB04719	-
DB04720	-
DB04721	-
DB04722	-
DB04723	-
DB04724	-
DB04725	Licofelone
DB04726	-
DB04727	-
DB04728	-
DB04729	-
DB04731	-
DB04732	-
DB04733	-
DB04734	Citraconic_acid
DB04735	-
DB04736	-
DB04737	-
DB04738	-
DB04739	-
DB04740	-
DB04741	Myxothiazol
DB04742	-
DB04743	Nimesulide
DB04744	Lawsone
DB04745	-
DB04746	-
DB04747	-
DB04748	-
DB04749	-
DB04750	-
DB04751	CDK_inhibitor
DB04752	-
DB04753	-
DB04754	-
DB04755	-
DB04756	-
DB04757	-
DB04758	-
DB04759	-
DB04760	-
DB04761	-
DB04762	-
DB04763	-
DB04764	-
DB04765	-
DB04767	-
DB04768	-
DB04769	-
DB04770	-
DB04771	-
DB04772	-
DB04773	-
DB04774	-
DB04775	-
DB04776	-
DB04777	-
DB04778	-
DB04779	-
DB04780	Sulfatide
DB04781	-
DB04782	-
DB04783	-
DB04784	-
DB04785	Streptolydigin
DB04786	Suramin
DB04787	Tanaproget
DB04788	Tagetitoxin
DB04789	5-Methyltetrahydrofolate
DB04790	-
DB04791	-
DB04792	-
DB04793	-
DB04794	Bifonazole
DB04795	Thenoyltrifluoroacetone
DB04796	-
DB04797	Triazolopyridine
